Golden Gate Bridge,Alcatraz Island,Eiffelturm,Louvre Museum,Taj Mahal,Machu Picchu,Chinesische Mauer,Pyramiden von Gizeh,Kolosseum,Akropolis,Petra,Christusstatue (Cristo Redentor),Sydney Opera House,Stonehenge,Uluru (Ayers Rock),Mount Everest,Victoria Falls,Grand Canyon,Niagara Falls,Mount Rushmore,Statue of Liberty,Madame Tussauds,Disneyland,

